	380 nm	403 nm	438 nm	453 nm	472 nm	526 nm	593 nm	640 nm
15	0.005	0.005	0.009	0.008	0.015	0.009	0.008	0.01
16	0.004	0.004	0.009	0.008	0.014	0.008	0.007	0.01
17	0.004	0.004	0.008	0.007	0.013	0.008	0.007	0.009
18	0.004	0.004	0.008	0.007	0.012	0.007	0.006	0.009
19	0.004	0.004	0.007	0.006	0.011	0.007	0.006	0.008
20	0.004	0.004	0.007	0.006	0.011	0.007	0.006	0.008
21	0.003	0.003	0.007	0.006	0.01	0.006	0.005	0.008
22	0.003	0.003	0.007	0.006	0.01	0.006	0.005	0.007
23	0.003	0.003	0.006	0.005	0.009	0.006	0.005	0.007
24	0.003	0.003	0.006	0.005	0.009	0.006	0.005	0.007
25	0.003	0.003	0.006	0.005	0.009	0.005	0.005	0.006
26	0.003	0.003	0.006	0.005	0.008	0.005	0.004	0.006
27	0.003	0.003	0.005	0.005	0.008	0.005	0.004	0.006
28	0.003	0.003	0.005	0.004	0.008	0.005	0.004	0.006
29	0.003	0.002	0.005	0.004	0.007	0.005	0.004	0.006
30	0.003	0.002	0.005	0.004	0.007	0.004	0.004	0.005
31	0.002	0.002	0.005	0.004	0.007	0.004	0.004	0.005
32	0.002	0.002	0.005	0.004	0.007	0.004	0.004	0.005
33	0.002	0.002	0.004	0.004	0.006	0.004	0.004	0.005
34	0.002	0.002	0.004	0.004	0.006	0.004	0.003	0.005
35	0.002	0.002	0.004	0.004	0.006	0.004	0.003	0.005
36	0.002	0.002	0.004	0.003	0.006	0.004	0.003	0.004
37	0.002	0.002	0.004	0.003	0.006	0.004	0.003	0.004
38	0.002	0.002	0.004	0.003	0.006	0.004	0.003	0.004
39	0.002	0.002	0.004	0.003	0.005	0.003	0.003	0.004
40	0.002	0.002	0.004	0.003	0.005	0.003	0.003	0.004
41	0.002	0.002	0.004	0.003	0.005	0.003	0.003	0.004
42	0.002	0.002	0.004	0.003	0.005	0.003	0.003	0.004
43	0.002	0.002	0.003	0.003	0.005	0.003	0.003	0.004
44	0.002	0.002	0.003	0.003	0.005	0.003	0.003	0.004
45	0.002	0.002	0.003	0.003	0.005	0.003	0.003	0.004
46	0.002	0.002	0.003	0.003	0.005	0.003	0.003	0.004
47	0.002	0.002	0.003	0.003	0.004	0.003	0.002	0.003
48	0.002	0.002	0.003	0.003	0.004	0.003	0.002	0.003
49	0.002	0.001	0.003	0.003	0.004	0.003	0.002	0.003
50	0.002	0.001	0.003	0.003	0.004	0.003	0.002	0.003
Basis	Rhodamine101	2017-05-05	nW	NaN	NaN	NaN	NaN	NaN
